Surah,Ayah,Rule,FoundInOriginal,FoundInClean
7,65,"مد العوض","","دًا"
7,67,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
7,67,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,69,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,71,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
7,73,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,73,"المد العارض للسكون","","أَلِيمٌ"
7,73,"مد العوض","","حًا"
7,74,"مد العوض","","تًا"
7,75,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,81,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
7,81,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,82,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,84,"مد العوض","","رًا"
7,85,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,85,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,85,"مد العوض","","بًا"
7,86,"مد العوض","","جًا"
7,87,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,87,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,95,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
7,104,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,107,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,107,"المد العارض للسكون","","مُّبِينٌ"
7,109,"المد العارض للسكون","","عَلِيمٌ"
7,123,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,131,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,138,"إخفاء النون الساكنة والتنوين","","ٌ ت"
7,139,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,139,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,141,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,141,"المد العارض للسكون","","عَظِيمٌ"
7,142,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
7,143,"مد العوض","","قًا"
7,145,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
7,146,"مد العوض","","لًا"
7,152,"إخفاء النون الساكنة والتنوين","","ٌ ف"
7,152,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,153,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
7,153,"المد العارض للسكون","","رَّحِيمٌ"
7,154,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,156,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
7,159,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,160,"مد العوض","","مًا"
7,160,"مد العوض","","نًا"
7,161,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
7,164,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,164,"مد العوض","","دًا"
7,165,"إقلاب النون الساكنة والتنوين","","ٍ ب"
7,165,"إقلاب النون الساكنة والتنوين","","ٍ ب"
7,167,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
7,167,"المد العارض للسكون","","رَّحِيمٌ"
7,168,"مد العوض","","مًا"
7,169,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,169,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
7,169,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,171,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
7,173,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
7,179,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,179,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,179,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,181,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,184,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,185,"إقلاب النون الساكنة والتنوين","","ٍ ب"
7,188,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,188,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
7,195,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,195,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,195,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
7,200,"إخفاء النون الساكنة والتنوين","","ٌ ف"
7,201,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
7,203,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
7,205,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
8,4,"إخفاء النون الساكنة والتنوين","","ٌ ك"
8,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
8,4,"المد العارض للسكون","","كَرِيمٌ"
8,4,"مد العوض","","ًّا"
8,11,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
8,11,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
8,17,"المد العارض للسكون","","عَلِيمٌ"
8,19,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
8,25,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
8,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
8,28,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
8,28,"المد العارض للسكون","","عَظِيمٌ"
8,32,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
8,35,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
8,36,"إخفاء النون الساكنة والتنوين","","ً ث"
8,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
8,39,"المد العارض للسكون","","بَصِيرٌ"
8,43,"مد العوض","","لًا"
8,44,"مد العوض","","لًا"
8,45,"إخفاء النون الساكنة والتنوين","","ً ف"
8,47,"المد العارض للسكون","","مُحِيطٌ"
8,48,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
8,48,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
8,49,"المد العارض للسكون","","حَكِيمٌ"
8,52,"إخفاء النون الساكنة والتنوين","","ٌ ش"
8,53,"المد العارض للسكون","","عَلِيمٌ"
8,54,"إخفاء النون الساكنة والتنوين","","ٌ ك"
8,58,"إخفاء النون الساكنة والتنوين","","ً ف"
8,63,"المد العارض للسكون","","حَكِيمٌ"
8,65,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
8,65,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
8,66,"إخفاء النون الساكنة والتنوين","","ٌ ص"
8,66,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
8,66,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
8,66,"مد العوض","","فًا"
8,67,"المد العارض للسكون","","حَكِيمٌ"
8,68,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
8,68,"المد العارض للسكون","","عَظِيمٌ"
8,69,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
8,69,"المد العارض للسكون","","رَّحِيمٌ"
8,69,"مد العوض","","بًا"
8,70,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
8,70,"المد العارض للسكون","","رَّحِيمٌ"
8,72,"إقلاب النون الساكنة والتنوين","","ٍ ب"
8,72,"المد العارض للسكون","","بَصِيرٌ"
8,73,"إخفاء النون الساكنة والتنوين","","ٌ ف"
8,73,"إخفاء النون الساكنة والتنوين","","ٌ ك"
8,73,"المد العارض للسكون","","كَبِيرٌ"
8,74,"إخفاء النون الساكنة والتنوين","","ٌ ك"
8,74,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
8,74,"المد العارض للسكون","","كَرِيمٌ"
8,74,"مد العوض","","ًّا"
9,1,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,3,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,3,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,3,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,5,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,5,"المد العارض للسكون","","رَّحِيمٌ"
9,6,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,21,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,22,"المد العارض للسكون","","عَظِيمٌ"
9,24,"إخفاء النون الساكنة والتنوين","","ٌ ت"
9,27,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,27,"المد العارض للسكون","","رَّحِيمٌ"
9,28,"إخفاء النون الساكنة والتنوين","","ٌ ف"
9,28,"إخفاء النون الساكنة والتنوين","","ً ف"
9,28,"المد العارض للسكون","","حَكِيمٌ"
9,31,"مد العوض","","دًا"
9,36,"إخفاء النون الساكنة والتنوين","","ً ك"
9,37,"إخفاء النون الساكنة والتنوين","","ٌ ف"
9,39,"مد العوض","","ًٔا"
9,41,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,46,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
9,50,"إخفاء النون الساكنة والتنوين","","ٌ ت"
9,50,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
9,56,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
9,60,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
9,60,"المد العارض للسكون","","حَكِيمٌ"
9,61,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,61,"المد العارض للسكون","","أَلِيمٌ"
9,64,"إخفاء النون الساكنة والتنوين","","ٌ ت"
9,64,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,68,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,68,"المد العارض للسكون","","مُّقِيمٌ"
9,69,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
9,71,"المد العارض للسكون","","حَكِيمٌ"
9,72,"إخفاء النون الساكنة والتنوين","","ً ف"
9,72,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,80,"إخفاء النون الساكنة والتنوين","","ً ف"
9,81,"مد العوض","","ًّا"
9,90,"المد العارض للسكون","","أَلِيمٌ"
9,91,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,91,"المد العارض للسكون","","رَّحِيمٌ"
9,97,"المد العارض للسكون","","حَكِيمٌ"
9,98,"المد العارض للسكون","","عَلِيمٌ"
9,99,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,99,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,99,"المد العارض للسكون","","رَّحِيمٌ"
9,100,"مد العوض","","دًا"
9,102,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,103,"إخفاء النون الساكنة والتنوين","","ً ت"
9,103,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,106,"المد العارض للسكون","","حَكِيمٌ"
9,108,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
9,108,"مد العوض","","دًا"
9,110,"إخفاء النون الساكنة والتنوين","","ً ف"
9,114,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,114,"المد العارض للسكون","","حَلِيمٌ"
9,117,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,117,"المد العارض للسكون","","رَّحِيمٌ"
9,120,"إخفاء النون الساكنة والتنوين","","ٌ ف"
9,120,"إخفاء النون الساكنة والتنوين","","ٌ ص"
9,120,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
9,120,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
9,121,"إخفاء النون الساكنة والتنوين","","ً ص"
9,121,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
9,121,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
9,122,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,124,"إخفاء النون الساكنة والتنوين","","ٌ ف"
9,124,"مد العوض","","نًا"
9,125,"إخفاء النون الساكنة والتنوين","","ٌ ف"
9,127,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
9,127,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ن"
9,128,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
9,128,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
9,128,"المد العارض للسكون","","رَّحِيمٌ"
10,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,4,"مد العوض","","عًا"
10,5,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
10,19,"إخفاء النون الساكنة والتنوين","","ً ف"
10,19,"إخفاء النون الساكنة والتنوين","","ٌ س"
10,19,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
10,20,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,21,"إخفاء النون الساكنة والتنوين","","ٌ ف"
10,21,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
10,22,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
10,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
10,27,"إقلاب النون الساكنة والتنوين","","ٍ ب"
10,41,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,45,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
10,47,"المد العارض للسكون","","رَّسُولٌ ۖ"
10,55,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
10,57,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
10,57,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
10,57,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,58,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,68,"إقلاب النون الساكنة والتنوين","","ٍ ب"
10,68,"مد العوض","","دًا"
10,70,"إخفاء النون الساكنة والتنوين","","ٌ ف"
10,71,"إخفاء النون الساكنة والتنوين","","ً ث"
10,76,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,76,"المد العارض للسكون","","مُّبِينٌ"
10,83,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
10,85,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
10,87,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
10,88,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
11,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,2,"المد العارض للسكون","","وَبَشِيرٌ"
11,6,"إخفاء النون الساكنة والتنوين","","ٌ ف"
11,7,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,7,"المد العارض للسكون","","مُّبِينٌ"
11,7,"مد العوض","","لًا"
11,9,"إخفاء النون الساكنة والتنوين","","ً ث"
11,9,"إخفاء النون الساكنة والتنوين","","ٌ ك"
11,9,"المد العارض للسكون","","كَفُورٌ"
11,10,"إخفاء النون الساكنة والتنوين","","ٌ ف"
11,11,"إخفاء النون الساكنة والتنوين","","ٌ ك"
11,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,11,"المد العارض للسكون","","كَبِيرٌ"
11,12,"المد العارض للسكون","","نَذِيرٌ ۚ"
11,16,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,17,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,25,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,27,"إقلاب النون الساكنة والتنوين","","ٍ ب"
11,28,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
11,31,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,35,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,38,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
11,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,40,"المد العارض للسكون","","قَلِيلٌ"
11,41,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
11,41,"المد العارض للسكون","","رَّحِيمٌ"
11,45,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
11,48,"إخفاء النون الساكنة والتنوين","","ٌ س"
11,48,"المد العارض للسكون","","أَلِيمٌ"
11,50,"مد العوض","","دًا"
11,54,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,57,"المد العارض للسكون","","حَفِيظٌ"
11,59,"المد العارض للسكون","","عَادٌ ۖ"
11,60,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
11,61,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,61,"المد العارض للسكون","","مُّجِيبٌ"
11,61,"مد العوض","","حًا"
11,63,"إخفاء النون الساكنة والتنوين","","ً ف"
11,64,"إخفاء النون الساكنة والتنوين","","ً ف"
11,64,"إخفاء النون الساكنة والتنوين","","ٌ ق"
11,64,"المد العارض للسكون","","قَرِيبٌ"
11,69,"مد العوض","","مًا"
11,71,"إخفاء النون الساكنة والتنوين","","ٌ ف"
11,72,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,72,"المد العارض للسكون","","عَجِيبٌ"
11,73,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,73,"المد العارض للسكون","","مَّجِيدٌ"
11,75,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,75,"المد العارض للسكون","","مُّنِيبٌ"
11,77,"المد العارض للسكون","","عَصِيبٌ"
11,78,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
11,78,"المد العارض للسكون","","رَّشِيدٌ"
11,82,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
11,84,"مد العوض","","بًا"
11,86,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
11,88,"مد العوض","","نًا"
11,90,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,90,"المد العارض للسكون","","وَدُودٌ"
11,91,"مد العوض","","فًا"
11,92,"المد العارض للسكون","","مُحِيطٌ"
11,93,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
11,93,"المد العارض للسكون","","رَقِيبٌ"
11,99,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
11,100,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,100,"المد العارض للسكون","","وَحَصِيدٌ"
11,102,"إخفاء النون الساكنة والتنوين","","ٌ ش"
11,103,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
11,103,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
11,103,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,103,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
11,103,"المد العارض للسكون","","مَّشْهُودٌ"
11,105,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,105,"المد العارض للسكون","","وَسَعِيدٌ"
11,106,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
11,107,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
11,110,"إخفاء النون الساكنة والتنوين","","ٌ س"
11,111,"المد العارض للسكون","","خَبِيرٌ"
11,112,"المد العارض للسكون","","بَصِيرٌ"
11,118,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
11,120,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
12,5,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
12,5,"المد العارض للسكون","","مُّبِينٌ"
12,6,"المد العارض للسكون","","حَكِيمٌ"
12,7,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
12,16,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
12,18,"إخفاء النون الساكنة والتنوين","","ٌ ج"
12,18,"المد العارض للسكون","","جَمِيلٌ ۖ"
12,18,"مد العوض","","رًا"
12,19,"إخفاء النون الساكنة والتنوين","","ٌ ف"
12,20,"إقلاب النون الساكنة والتنوين","","ٍ ب"
12,21,"مد العوض","","دًا"
12,22,"مد العوض","","مًا"
12,25,"المد العارض للسكون","","أَلِيمٌ"
12,26,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
12,28,"المد العارض للسكون","","عَظِيمٌ"
12,30,"إخفاء النون الساكنة والتنوين","","ٌ ف"
12,31,"إخفاء النون الساكنة والتنوين","","ٌ ك"
12,31,"المد العارض للسكون","","كَرِيمٌ"
12,36,"مد العوض","","رًا"
12,37,"إخفاء النون الساكنة والتنوين","","ٌ ت"
12,39,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
12,40,"إخفاء النون الساكنة والتنوين","","ً س"
12,41,"مد العوض","","رًا"
12,43,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
12,46,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
12,48,"إخفاء النون الساكنة والتنوين","","ٌ ش"
12,48,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
12,49,"إخفاء النون الساكنة والتنوين","","ٌ ف"
12,50,"المد العارض للسكون","","عَلِيمٌ"
12,53,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
12,53,"المد العارض للسكون","","رَّحِيمٌ"
12,54,"المد العارض للسكون","","أَمِينٌ"
12,55,"المد العارض للسكون","","عَلِيمٌ"
12,57,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,64,"مد العوض","","ظًا"
12,65,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
12,65,"المد العارض للسكون","","يَسِيرٌ"
12,66,"المد العارض للسكون","","وَكِيلٌ"
12,68,"إخفاء النون الساكنة والتنوين","","ً ف"
12,72,"المد العارض للسكون","","زَعِيمٌ"
12,76,"المد العارض للسكون","","عَلِيمٌ"
12,77,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,77,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
12,77,"مد العوض","","نًا"
12,80,"مد العوض","","ًّا"
12,83,"إخفاء النون الساكنة والتنوين","","ٌ ج"
12,83,"مد العوض","","رًا"
12,84,"المد العارض للسكون","","كَظِيمٌ"
12,96,"مد العوض","","رًا"
12,100,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,100,"مد العوض","","دًا"
12,100,"مد العوض","","ًّا"
12,104,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,107,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
12,107,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
12,109,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,111,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
12,111,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
13,2,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
13,3,"مد العوض","","رًا"
13,4,"إخفاء النون الساكنة والتنوين","","ٌ ص"
13,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
13,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
13,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
13,5,"إخفاء النون الساكنة والتنوين","","ٌ ق"
13,7,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,10,"إقلاب النون الساكنة والتنوين","","ٍ ب"
13,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,16,"مد العوض","","ًّا"
13,17,"إخفاء النون الساكنة والتنوين","","ً ف"
13,17,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,17,"مد العوض","","يًا"
13,22,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
13,27,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
13,30,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
13,31,"مد العوض","","عًا"
13,33,"إقلاب النون الساكنة والتنوين","","ٍ ب"
13,34,"إخفاء النون الساكنة والتنوين","","ٌ ف"
13,35,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
13,37,"مد العوض","","ًّا"
13,38,"المد العارض للسكون","","كِتَابٌ"
13,42,"مد العوض","","عًا"
13,43,"مد العوض","","لًا"
14,2,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
14,3,"إقلاب النون الساكنة والتنوين","","ٍ ب"
14,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
14,6,"المد العارض للسكون","","عَظِيمٌ"
14,7,"المد العارض للسكون","","لَشَدِيدٌ"
14,10,"إخفاء النون الساكنة والتنوين","","ٌ ف"
14,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
14,11,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
14,17,"المد العارض للسكون","","غَلِيظٌ"
14,22,"المد العارض للسكون","","أَلِيمٌ"
14,24,"إخفاء النون الساكنة والتنوين","","ً ط"
14,24,"إخفاء النون الساكنة والتنوين","","ً ك"
14,24,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
14,25,"إقلاب النون الساكنة والتنوين","","ٍ ب"
14,31,"إخفاء النون الساكنة والتنوين","","ٌ ف"
14,31,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
14,31,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
14,32,"إخفاء النون الساكنة والتنوين","","ً ف"
14,34,"إخفاء النون الساكنة والتنوين","","ٌ ك"
14,34,"المد العارض للسكون","","كَفَّارٌ"
14,36,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
14,36,"المد العارض للسكون","","رَّحِيمٌ"
14,37,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
14,47,"إخفاء النون الساكنة والتنوين","","ٌ ذ"
14,52,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
14,52,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
14,52,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
15,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
15,4,"المد العارض للسكون","","مَّعْلُومٌ"
15,6,"المد العارض للسكون","","لَمَجْنُونٌ"
15,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
15,18,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
15,18,"المد العارض للسكون","","مُّبِينٌ"
15,22,"إخفاء النون الساكنة والتنوين","","ً ف"
15,25,"المد العارض للسكون","","عَلِيمٌ"
15,34,"المد العارض للسكون","","رَجِيمٌ"
15,44,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
15,48,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
15,62,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
15,65,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
15,66,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
15,74,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
15,77,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
16,4,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
16,4,"المد العارض للسكون","","مُّبِينٌ"
16,5,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,7,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
16,7,"المد العارض للسكون","","رَّحِيمٌ"
16,10,"إخفاء النون الساكنة والتنوين","","ٌ ف"
16,10,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,11,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
